연번,평가구분,장기요양기관기호,장기요양기관명,급여종류,설립주체,관할시도명,관할시군구명,평가일자,평가등급,평가총점,기관운영,환경및안전,수급자권리보장,급여제공과정,급여제공결과,기관운영(2025),수급자존중(2025),서비스제공(2025),서비스결과(2025)
22812,2025년 정기평가,1-11320-00451,실버빌요양원,01.입소시설30인이상,개인,서울특별시,도봉구,2025-04-10,B,89.8,,,,,,80,93.75,92,95.22
22813,2025년 정기평가,1-11320-00339,다사랑요양원,01.입소시설30인이상,개인,서울특별시,도봉구,2025-10-16,B,89.25,,,,,,96.43,87.5,82,90.22
22814,2025년 정기평가,1-11320-00406,은나무요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-27,A,95.45,,,,,,95,91.67,100,90.87
22815,2025년 정기평가,1-11320-00531,A플러스노아재활요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-19,A,96.47,,,,,,96.54,97.42,92.8,95.22
22816,2025년 정기평가,1-11320-00517,참존요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-18,A,90,,,,,,87.86,89.58,88,91.3
22817,2025년 정기평가,1-11320-00402,청춘요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-27,A,94.8,,,,,,93.21,95.83,90.8,100
22818,2025년 정기평가,1-11320-00403,행복요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-27,A,92.63,,,,,,94.29,91.67,85.2,95.65
22819,2025년 정기평가,1-11320-00404,미소사랑요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-27,A,91.38,,,,,,89.64,99.5,92,84.35
22820,2025년 정기평가,1-11320-00405,효심요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-27,B,88.64,,,,,,89.46,90.63,78.8,92.39
22821,2025년 정기평가,1-11320-00496,TOP동그라미요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-04-24,A,94.1,,,,,,87.86,100,90.4,99.57
22822,2025년 정기평가,1-11320-00156,행복드림요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-13,A,93.28,,,,,,95,98.96,96,78.26
22823,2025년 정기평가,1-11320-00416,큰사랑노인요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-19,A,96.46,,,,,,93.21,95.83,98,95.22
22824,2025년 정기평가,1-11320-00401,큰사랑요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-27,A,95.91,,,,,,96.79,95.83,97.2,89.35
22825,2025년 정기평가,1-11320-00330,love사랑맞이요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-19,A,95.2,,,,,,97.86,96.88,87.2,94.78
22826,2025년 정기평가,1-11320-00454,참존vip요양원,02.입소시설10이상30인미만,개인,서울특별시,도봉구,2025-02-18,A,92.68,,,,,,88.93,91.67,97.2,89.35
22827,2025년 정기평가,1-11320-00333,사랑재활요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-05-20,B,88.59,,,,,,86.67,74.09,94.83,94.21
22828,2025년 정기평가,1-11320-00340,사랑재활요양원2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-05-20,C,79.04,,,,,,83,61.14,77.93,91.05
22829,2025년 정기평가,1-11320-00426,사랑재활요양원3호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-05-20,B,84.49,,,,,,82.83,71.36,88.28,92.11
22830,2025년 정기평가,1-11320-00413,강북실버요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-10-17,A,94.75,,,,,,95.67,95.45,92.41,91.05
22831,2025년 정기평가,1-11320-00415,강북실버요양원2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-10-17,A,93.28,,,,,,91,90.91,95.34,91.58
22832,2025년 정기평가,1-11320-00286,가원노인요양공동생활가정1호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-04-28,A,91.97,,,,,,87.33,92.05,92.41,93.68
22833,2025년 정기평가,1-11320-00289,가원노인요양공동생활가정2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-04-28,A,93.08,,,,,,89.33,89.77,95.86,93.68
22834,2025년 정기평가,1-11320-00343,사랑방요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-07-10,B,88.43,,,,,,93.67,75.68,93.1,83.16
22835,2025년 정기평가,1-11320-00463,기쁨과나눔노인요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-10-17,A,92.23,,,,,,97.43,90.91,93.1,84.21
22836,2025년 정기평가,1-11320-00464,기쁨과나눔노인요양원2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-10-17,B,88.23,,,,,,89.93,86.36,91.38,82.89
22837,2025년 정기평가,1-11320-00113,(주)도봉늘푸른요양원,03.입소시설10인미만,법인,서울특별시,도봉구,2025-09-03,B,86,,,,,,79.33,85.23,86.9,96.05
22838,2025년 정기평가,1-11320-00319,도봉요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-07-30,B,86.73,,,,,,92.27,76.14,89.66,85.79
22839,2025년 정기평가,1-11320-00274,수노인요양공동생활가정1호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-04-23,C,85.79,,,,,,91.17,79,80.34,88.95
22840,2025년 정기평가,1-11320-00275,수노인요양공동생활가정2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-04-23,C,83.57,,,,,,87.5,79,76.9,88.42
22841,2025년 정기평가,1-11320-00352,그린요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-10-23,A,93.33,,,,,,96,89.77,92.07,90.26
22842,2025년 정기평가,1-11320-00216,동그라미요양센터1호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-04-24,A,93.4,,,,,,92,88.64,94.83,98.95
22843,2025년 정기평가,1-11320-00240,동그라미요양센터2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-04-24,A,94.85,,,,,,91.17,95.45,94.83,100
22844,2025년 정기평가,1-11320-00418,강북요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-10-23,B,82.41,,,,,,81.7,79.55,75.86,96.84
22845,2025년 정기평가,1-11320-00419,강북요양원2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-10-23,B,81.01,,,,,,80.03,68.18,81.03,97.37
22846,2025년 정기평가,1-11320-00489,하루정요양센터,03.입소시설10인미만,개인,서울특별시,도봉구,2025-10-23,E,50.38,,,,,,49.33,45.36,54.48,48.95
22847,2025년 정기평가,1-11320-00345,꿈에그린요양원1,03.입소시설10인미만,법인,서울특별시,도봉구,2025-08-28,A,92.02,,,,,,90.33,85.23,98.28,88.16
22848,2025년 정기평가,1-11320-00346,도봉은빛요양원,03.입소시설10인미만,법인,서울특별시,도봉구,2025-08-28,B,87.15,,,,,,89.67,80.68,86.21,92.11
22849,2025년 정기평가,1-11320-00370,쌍문늘푸른요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-09-02,B,83.59,,,,,,85.67,89.77,68.97,91.05
22850,2025년 정기평가,1-11320-00395,강북재활요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-07-11,A,91.85,,,,,,87,90.91,94.83,96.05
22851,2025년 정기평가,1-11320-00396,강북재활요양원 2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-07-11,A,93.05,,,,,,91.33,90.91,94.83,95.53
22852,2025년 정기평가,1-11320-00295,도봉효드림요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-10-01,B,89.51,,,,,,89.2,74.09,95.34,94.21
22853,2025년 정기평가,1-11320-00482,굿모닝요양원,03.입소시설10인미만,개인,서울특별시,도봉구,2025-04-28,C,72.63,,,,,,74.83,76.36,72.41,61.32
22854,2025년 정기평가,1-11320-00483,굿모닝요양원2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-04-28,C,75.25,,,,,,71.17,69.55,73.1,87.63
22855,2025년 정기평가,1-11320-00380,도봉하루요양원2호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-07-01,B,87.43,,,,,,82.53,95.45,87.93,80.53
22856,2025년 정기평가,1-11320-00412,도봉하루요양원3호점,03.입소시설10인미만,개인,서울특별시,도봉구,2025-07-01,A,94.51,,,,,,89.2,100,93.1,93.68
22857,2025년 정기평가,1-11380-00006,정원실버케어센터,01.입소시설30인이상,법인,서울특별시,은평구,2025-07-10,A,94.1,,,,,,90.54,90.63,100,95.65
22858,2025년 정기평가,1-11380-00008,정원노인요양원,01.입소시설30인이상,법인,서울특별시,은평구,2025-07-10,A,92.22,,,,,,90.36,91.67,96,86.96
22859,2025년 정기평가,1-11380-00217,노블케어스,01.입소시설30인이상,개인,서울특별시,은평구,2025-10-01,B,87,,,,,,88.57,79.17,86.8,93.48
22860,2025년 정기평가,1-11380-00224,노블타운 요양원,01.입소시설30인이상,법인,서울특별시,은평구,2025-10-01,C,70.4,,,,,,66.43,70.83,71.6,73.48
22861,2025년 정기평가,1-11380-00065,붓다마을,01.입소시설30인이상,법인,서울특별시,은평구,2025-09-02,A,92.28,,,,,,95.54,87,98,87.61
22862,2025년 정기평가,1-11380-00258,수색실버케어,01.입소시설30인이상,개인,서울특별시,은평구,2025-03-05,B,89.1,,,,,,77.68,90.67,96.8,89.13
22863,2025년 정기평가,1-11380-00195,써니요양원,01.입소시설30인이상,개인,서울특별시,은평구,2025-02-18,C,76.09,,,,,,86.07,74.5,62.4,77.17
22864,2025년 정기평가,1-11380-00243,은평요양원,01.입소시설30인이상,개인,서울특별시,은평구,2025-04-04,A,90.45,,,,,,87.14,89.58,90,95.87
22865,2025년 정기평가,1-11380-00216,마추미실버케어 응암점,01.입소시설30인이상,법인,서울특별시,은평구,2025-08-04,A,92.95,,,,,,88.75,97.92,90.8,95.22
22866,2025년 정기평가,1-11380-00128,엘림요양원,01.입소시설30인이상,개인,서울특별시,은평구,2025-03-06,C,80.64,,,,,,82.25,73.96,81.6,81.09
22867,2025년 정기평가,1-11380-00379,실비아요양원,01.입소시설30인이상,개인,서울특별시,은평구,2025-04-10,B,91.9,,,,,,88.57,91.67,92.8,95.22
22868,2025년 정기평가,1-11380-00355,은평실버랜드요양원,01.입소시설30인이상,개인,서울특별시,은평구,2025-03-07,A,94.29,,,,,,94.11,94.79,94,90.22
22869,2025년 정기평가,1-11380-00093,녹번실버,02.입소시설10이상30인미만,개인,서울특별시,은평구,2025-02-10,A,90.56,,,,,,90.89,97.92,89.6,79.57
22870,2025년 정기평가,1-11380-00090,해피안,02.입소시설10이상30인미만,법인,서울특별시,은평구,2025-02-21,A,93.54,,,,,,90.71,100,89.2,90.87
22871,2025년 정기평가,1-11380-00397,갈현효요양원,02.입소시설10이상30인미만,개인,서울특별시,은평구,2025-02-28,C,72.94,,,,,,73.57,64.63,67.2,83.91
22872,2025년 정기평가,1-11380-00031,시온노인요양원,03.입소시설10인미만,개인,서울특별시,은평구,2025-07-09,C,78.75,,,,,,89.67,73.68,80.34,60.79
22873,2025년 정기평가,1-11380-00280,주안요양원,03.입소시설10인미만,개인,서울특별시,은평구,2025-07-31,D,63.75,,,,,,62.1,64,53.45,78.42
22874,2025년 정기평가,1-11380-00402,백련실버케어,03.입소시설10인미만,개인,서울특별시,은평구,2025-04-28,C,78.79,,,,,,80.67,75,77.59,77.89
22875,2025년 정기평가,1-11380-00430,사랑가득요양원1호,03.입소시설10인미만,개인,서울특별시,은평구,2025-10-24,B,88.65,,,,,,94.17,71.59,93.1,92.89
22876,2025년 정기평가,1-11380-00431,사랑가득요양원2호,03.입소시설10인미만,개인,서울특별시,은평구,2025-10-24,B,84.95,,,,,,94.17,71.59,78.28,91.58
22877,2025년 정기평가,1-11500-00571,수명산요양원,01.입소시설30인이상,개인,서울특별시,강서구,2025-10-01,D,68.4,,,,,,73.57,63.54,57.6,78.91
22878,2025년 정기평가,1-11500-00002,행복한집,01.입소시설30인이상,개인,서울특별시,강서구,2025-04-01,A,96.87,,,,,,98.57,100,96,88.26
22879,2025년 정기평가,1-11500-00003,호선실버센터,01.입소시설30인이상,법인,서울특별시,강서구,2025-04-01,A,96.1,,,,,,93.21,97.92,94,100
22880,2025년 정기평가,1-11500-00561,나오미요양원,01.입소시설30인이상,개인,서울특별시,강서구,2025-03-05,D,78.6,,,,,,82.43,77.08,71.72,79.57
22881,2025년 정기평가,1-11500-00468,봄날실버센터,01.입소시설30인이상,개인,서울특별시,강서구,2025-03-05,A,95.86,,,,,,96.07,100,88.4,95.22
22882,2025년 정기평가,1-11500-00154,봄날서울요양원,01.입소시설30인이상,개인,서울특별시,강서구,2025-07-01,D,65.01,,,,,,61.54,73.96,54.52,68.48
22883,2025년 정기평가,1-11500-00249,봄날강서요양원,01.입소시설30인이상,개인,서울특별시,강서구,2025-07-01,E,46.73,,,,,,49.46,49,35.6,51.09
22884,2025년 정기평가,1-11500-00008,시니어스너싱홈,01.입소시설30인이상,법인,서울특별시,강서구,2025-04-03,A,92,,,,,,94.04,87.5,90,92.39
22885,2025년 정기평가,1-11500-00238,요안나요양원,01.입소시설30인이상,개인,서울특별시,강서구,2025-07-03,B,84.93,,,,,,84.21,81.25,82.8,91.96
22886,2025년 정기평가,1-11500-00340,햇살요양원,01.입소시설30인이상,개인,서울특별시,강서구,2025-07-10,B,89.3,,,,,,79.64,87.5,98,93.48
22887,2025년 정기평가,1-11500-00336,강서사랑요양원,01.입소시설30인이상,개인,서울특별시,강서구,2025-03-14,B,83.52,,,,,,78.68,79.17,84,89.78
22888,2025년 정기평가,1-11500-00339,참사랑실버케어,01.입소시설30인이상,개인,서울특별시,강서구,2025-03-14,A,90.4,,,,,,95,87.5,79.6,95.65
22889,2025년 정기평가,1-11500-00257,선화요양원,01.입소시설30인이상,개인,서울특별시,강서구,2025-03-06,B,88.33,,,,,,93.93,93.75,78,83.26
22890,2025년 정기평가,1-11500-00518,백영실버스테이,01.입소시설30인이상,개인,서울특별시,강서구,2025-10-02,C,73.56,,,,,,82.5,78.67,58.12,74.13
22891,2025년 정기평가,1-11500-00004,천사노인요양원,01.입소시설30인이상,법인,서울특별시,강서구,2025-08-04,B,88.68,,,,,,83.57,91.17,92,88.7
22892,2025년 정기평가,1-11500-00391,행복마지요양원,02.입소시설10이상30인미만,개인,서울특별시,강서구,2025-02-10,A,93.54,,,,,,80.71,95.83,100,95.65
22893,2025년 정기평가,1-11500-00068,한마음노인전문요양원,02.입소시설10이상30인미만,법인,서울특별시,강서구,2025-02-18,B,83.41,,,,,,89.29,84.92,70.8,84.78
22894,2025년 정기평가,1-11500-00568,경희요양원,02.입소시설10이상30인미만,개인,서울특별시,강서구,2025-02-25,B,81.21,,,,,,79.46,78.13,82.4,81.74
22895,2025년 정기평가,1-11500-00376,한가람요양원,02.입소시설10이상30인미만,개인,서울특별시,강서구,2025-03-06,B,84.14,,,,,,87.5,87.5,85.2,71.74
22896,2025년 정기평가,1-11500-00573,88소망요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-05-09,C,70.96,,,,,,83.03,69.32,55.17,77.89
22897,2025년 정기평가,1-11500-00560,맑은요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-07-04,A,92.02,,,,,,91.17,90.91,98.28,80.26
22898,2025년 정기평가,1-11500-00429,가족사랑노인요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-05-26,C,76.06,,,,,,71.83,72.27,89.14,63.16
22899,2025년 정기평가,1-11500-00582,세반요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-10-17,B,81.24,,,,,,78.27,82.5,77.59,85.79
22900,2025년 정기평가,1-11500-00399,푸른솔요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-05-09,B,82.07,,,,,,92.5,75,77.59,76.32
22901,2025년 정기평가,1-11500-00400,푸른요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-05-09,C,76.65,,,,,,73.83,71.59,70.69,96.05
22902,2025년 정기평가,1-11500-00401,솔요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-05-09,B,80.23,,,,,,88.27,81.82,68.28,79.74
22903,2025년 정기평가,1-11500-00554,밝은햇살요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-07-16,A,91.8,,,,,,85.33,95.45,90.69,99.47
22904,2025년 정기평가,1-11500-00532,다복요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-05-09,B,86.22,,,,,,87.87,72.73,93.1,84.21
22905,2025년 정기평가,1-11500-00195,온누리요양원,03.입소시설10인미만,개인,서울특별시,강서구,2025-09-22,E,23.84,,,,,,28.67,17.05,9.31,45
22906,2025년 정기평가,1-11545-00209,하나요양원,01.입소시설30인이상,개인,서울특별시,금천구,2025-10-02,A,90.28,,,,,,88.5,85.42,88,100
22907,2025년 정기평가,1-11545-00268,금천에이스요양원,01.입소시설30인이상,법인,서울특별시,금천구,2025-10-13,E,70.55,,,,,,79.64,72.92,52.8,76.3
22908,2025년 정기평가,1-11545-00285,서울조은요양원,01.입소시설30인이상,개인,서울특별시,금천구,2025-04-03,E,80.8,,,,,,87.86,84.38,75.6,74.13
22909,2025년 정기평가,1-11545-00029,남부실버요양센터 다솔관,01.입소시설30인이상,법인,서울특별시,금천구,2025-10-14,B,85.1,,,,,,77.14,87.5,82,95.65
22910,2025년 정기평가,1-11545-00157,임원요양원,01.입소시설30인이상,법인,서울특별시,금천구,2025-04-03,B,88.08,,,,,,91.61,91.67,83.6,81.09
22911,2025년 정기평가,1-11545-00008,노인요양센터 인영실버,01.입소시설30인이상,법인,서울특별시,금천구,2025-10-15,C,78.93,,,,,,74.21,71.88,80.4,90.43
22912,2025년 정기평가,1-11545-00283,사랑가득요양원,01.입소시설30인이상,개인,서울특별시,금천구,2025-03-05,A,97.98,,,,,,96.79,100,96,95.22
22913,2025년 정기평가,1-11545-00170,금천구립사랑채요양원,01.입소시설30인이상,지방자치단체,서울특별시,금천구,2025-04-29,A,95.75,,,,,,92.32,100,100,90.87
22914,2025년 정기평가,1-11545-00251,이삭요양원,02.입소시설10이상30인미만,개인,서울특별시,금천구,2025-02-25,E,80.13,,,,,,72.86,72.42,85.2,88.04
22915,2025년 정기평가,1-11545-00002,남부실버요양원,02.입소시설10이상30인미만,법인,서울특별시,금천구,2025-10-14,A,91.03,,,,,,91,91.67,93.6,87.61
22916,2025년 정기평가,1-11545-00241,섬기는요양원,02.입소시설10이상30인미만,개인,서울특별시,금천구,2025-02-21,D,79.34,,,,,,87.5,78.13,69.2,78.26
22917,2025년 정기평가,1-11545-00096,로뎀복지요양원,02.입소시설10이상30인미만,개인,서울특별시,금천구,2025-02-28,C,77.15,,,,,,78.75,68.25,85.6,71.96
22918,2025년 정기평가,1-11545-00200,가족사랑요양원,02.입소시설10이상30인미만,개인,서울특별시,금천구,2025-02-21,A,96.01,,,,,,92.32,100,93.2,95.22
22919,2025년 정기평가,1-11545-00269,시니어실버타운2,03.입소시설10인미만,개인,서울특별시,금천구,2025-08-14,E,74.46,,,,,,78.2,56.41,80.34,76.58
22920,2025년 정기평가,1-11545-00164,대한실버하우스,03.입소시설10인미만,개인,서울특별시,금천구,2025-07-25,A,93.94,,,,,,93.33,97.73,98.28,78.95
22921,2025년 정기평가,1-11545-00252,강남가정요양원 3,03.입소시설10인미만,개인,서울특별시,금천구,2025-04-29,B,87.68,,,,,,78.33,87.5,94.83,87.11
22922,2025년 정기평가,1-11545-00253,강남가정요양원 4,03.입소시설10인미만,개인,서울특별시,금천구,2025-04-29,B,88.13,,,,,,76.67,85.23,94.83,94.74
22923,2025년 정기평가,1-11545-00184,주은요양원,03.입소시설10인미만,개인,서울특별시,금천구,2025-07-16,B,88.06,,,,,,93.83,94.68,75.17,86.32
22924,2025년 정기평가,1-11545-00213,금천햇살요양원,03.입소시설10인미만,개인,서울특별시,금천구,2025-07-16,A,92.33,,,,,,97,92.41,86.21,94.21
22925,2025년 정기평가,1-11545-00190,실버캐슬요양원,03.입소시설10인미만,개인,서울특별시,금천구,2025-07-31,B,82.2,,,,,,85.67,77.27,81.03,84.21
22926,2025년 정기평가,1-11590-00110,동작실버센터,01.입소시설30인이상,지방자치단체,서울특별시,동작구,2025-09-04,A,92.45,,,,,,93.04,89.58,94,93.04
22927,2025년 정기평가,1-11590-00004,청운노인복지센터,01.입소시설30인이상,법인,서울특별시,동작구,2025-10-13,A,92.8,,,,,,92.32,87.5,93.2,98.48
22928,2025년 정기평가,1-11590-00289,보라매실버홈,01.입소시설30인이상,개인,서울특별시,동작구,2025-03-07,A,92.47,,,,,,91.25,93.75,90.8,90.43
22929,2025년 정기평가,1-11590-00264,동작요양원,01.입소시설30인이상,개인,서울특별시,동작구,2025-03-06,B,91.01,,,,,,87.14,91.67,93.6,88.26
22930,2025년 정기평가,1-11590-00178,서울시립 영보노인요양원,01.입소시설30인이상,법인,서울특별시,동작구,2025-04-29,B,80.57,,,,,,84.29,83.38,68,83.26
22931,2025년 정기평가,1-11590-00189,나이팅게일 너싱홈,02.입소시설10이상30인미만,법인,서울특별시,동작구,2025-02-21,C,76.55,,,,,,74.29,78.67,76.4,73.91
22932,2025년 정기평가,1-11590-00281,은미요양원,02.입소시설10이상30인미만,개인,서울특별시,동작구,2025-02-28,B,85.92,,,,,,83.39,81.29,81.6,94.78
22933,2025년 정기평가,1-11590-00054,정성요양원,03.입소시설10인미만,법인,서울특별시,동작구,2025-10-16,C,70.28,,,,,,68.77,71.14,62.07,80.53
22934,2025년 정기평가,1-11590-00060,정성노인요양원,03.입소시설10인미만,법인,서울특별시,동작구,2025-10-16,C,77.53,,,,,,74.6,75,70.69,95.53
22935,2025년 정기평가,1-11590-00002,청남노인요양공동생활가정,03.입소시설10인미만,법인,서울특별시,동작구,2025-05-08,B,85.56,,,,,,91.33,86.36,79.31,80.53
22936,2025년 정기평가,1-11590-00214,신상도요양원,03.입소시설10인미만,개인,서울특별시,동작구,2025-07-29,B,87.3,,,,,,96.43,86.36,81.03,78.95
22937,2025년 정기평가,1-11680-00175,국민건강보험공단 서울요양원,01.입소시설30인이상,법인,서울특별시,강남구,2025-08-01,E,93.33,,,,,,95.54,90.63,92,90.87
22938,2025년 정기평가,1-11680-00332,오아시스 메디홈,01.입소시설30인이상,법인,서울특별시,강남구,2025-02-25,B,89.98,,,,,,90.46,88.54,92.8,83.91
22939,2025년 정기평가,1-11680-00009,광림노인전문요양원,01.입소시설30인이상,법인,서울특별시,강남구,2025-05-13,A,91.8,,,,,,93.21,91.17,87.6,91.3
22940,2025년 정기평가,1-11680-00312,강남 성은실버케어스,01.입소시설30인이상,법인,서울특별시,강남구,2025-03-12,B,83.12,,,,,,68.43,92.21,80.8,90.43
22941,2025년 정기평가,1-11680-00104,강남구립 논현요양센터,02.입소시설10이상30인미만,지방자치단체,서울특별시,강남구,2025-02-12,A,96.29,,,,,,95,98.46,94.8,93.04
22942,2025년 정기평가,1-11680-00067,구립 역삼노인요양센터,02.입소시설10이상30인미만,지방자치단체,서울특별시,강남구,2025-02-11,B,88.87,,,,,,80.36,95.33,91.2,86.09
22943,2025년 정기평가,1-11680-00082,강남실버센터,02.입소시설10이상30인미만,지방자치단체,서울특별시,강남구,2025-04-09,C,77.86,,,,,,76.25,83.88,75.2,73.04
22944,2025년 정기평가,1-11680-00303,한마음요양원,03.입소시설10인미만,개인,서울특별시,강남구,2025-05-26,A,93.26,,,,,,95.5,85.91,93.03,93.68
22945,2025년 정기평가,1-11680-00180,강남유명요양원,03.입소시설10인미만,개인,서울특별시,강남구,2025-07-25,B,80.48,,,,,,68.5,85.59,89.66,75.26
22946,2025년 정기평가,1-11680-00127,구립대치노인요양센터,03.입소시설10인미만,지방자치단체,서울특별시,강남구,2025-07-10,A,93.43,,,,,,89,96.82,100,81.58
22947,2025년 정기평가,1-11740-00156,성암장수마을,01.입소시설30인이상,법인,서울특별시,강동구,2025-10-01,B,84.73,,,,,,92.32,81.79,76,88.04
22948,2025년 정기평가,1-11740-00261,강일성모노인요양원,01.입소시설30인이상,법인,서울특별시,강동구,2025-04-04,A,92.45,,,,,,96.79,93.75,80.12,95.22
22949,2025년 정기평가,1-11740-00422,시립강동실버케어센터,01.입소시설30인이상,지방자치단체,서울특별시,강동구,2025-04-29,A,90.55,,,,,,93.21,88.54,81.6,99.13
22950,2025년 정기평가,1-11740-00208,대한연세요양원,01.입소시설30인이상,법인,서울특별시,강동구,2025-10-15,B,84,,,,,,83.21,84.38,72.8,96.74
22951,2025년 정기평가,1-11740-00376,서울케어링하우스,01.입소시설30인이상,개인,서울특별시,강동구,2025-04-25,A,92.9,,,,,,95,91.67,90,94.78
22952,2025년 정기평가,1-11740-00386,종근당산업(주) 벨포레스트,01.입소시설30인이상,법인,서울특별시,강동구,2025-04-25,A,96,,,,,,95.71,95.83,95.2,97.39
22953,2025년 정기평가,1-11740-00401,강동힐링요양원,02.입소시설10이상30인미만,개인,서울특별시,강동구,2025-02-26,B,83.06,,,,,,79.29,87,80.4,82.83
22954,2025년 정기평가,1-11740-00290,마더노인요양센터,02.입소시설10이상30인미만,개인,서울특별시,강동구,2025-02-26,B,85.69,,,,,,84.64,91.17,86.4,76.74
22955,2025년 정기평가,1-11740-00191,강동노인복지관 치매요양원,02.입소시설10이상30인미만,지방자치단체,서울특별시,강동구,2025-02-10,A,91.46,,,,,,87.68,87.5,94,93.48
22956,2025년 정기평가,1-11740-00126,그랜드너싱홈,02.입소시설10이상30인미만,개인,서울특별시,강동구,2025-02-26,A,93.74,,,,,,87.14,95.83,94,95.22
22957,2025년 정기평가,1-11740-00228,은혜요양원,03.입소시설10인미만,개인,서울특별시,강동구,2025-10-15,B,82.12,,,,,,81.67,83.64,81.03,78.42
22958,2025년 정기평가,1-11740-00123,흰돌장기요양센터1호점,03.입소시설10인미만,개인,서울특별시,강동구,2025-07-03,C,78.43,,,,,,77,70.68,82.76,78.95
22959,2025년 정기평가,1-11740-00217,흰돌장기요양센터2호점,03.입소시설10인미만,개인,서울특별시,강동구,2025-07-03,E,80.91,,,,,,71.67,85.45,84.48,80.53
22960,2025년 정기평가,1-11740-00218,흰돌장기요양센터3호점,03.입소시설10인미만,개인,서울특별시,강동구,2025-07-03,B,80.4,,,,,,80.33,77.5,81.72,77.63
22961,2025년 정기평가,1-11740-00335,(A+)강동포도나무요양원 1호점,03.입소시설10인미만,개인,서울특별시,강동구,2025-04-28,B,87.98,,,,,,90,86.36,88.97,80.53
22962,2025년 정기평가,1-11740-00336,(A+)강동포도나무요양원 2호점,03.입소시설10인미만,개인,서울특별시,강동구,2025-04-28,B,82.63,,,,,,86.67,81.82,89.66,62.11
22963,2025년 정기평가,1-11740-00222,늘편한요양원,03.입소시설10인미만,개인,서울특별시,강동구,2025-07-23,B,87.58,,,,,,88.67,83.18,88.97,84.21
22964,2025년 정기평가,1-11740-00310,정원실버요양원,03.입소시설10인미만,개인,서울특별시,강동구,2025-08-28,E,74.6,,,,,,75.33,64.09,66.03,94.74
22965,2025년 정기평가,1-11740-00311,정원실버요양원 2호점,03.입소시설10인미만,개인,서울특별시,강동구,2025-08-28,E,62.2,,,,,,70,55.14,40.69,87.63
22966,2025년 정기평가,1-11740-00195,늘편한요양센터,03.입소시설10인미만,개인,서울특별시,강동구,2025-07-10,D,68.43,,,,,,77.5,67.27,56.55,70
22967,2025년 정기평가,1-11740-00204,늘편한요양센터2호,03.입소시설10인미만,개인,서울특별시,강동구,2025-07-10,D,69.68,,,,,,73.5,70.14,62.07,71.05
22968,2025년 정기평가,1-11140-00040,구립중구노인요양센터,01.입소시설30인이상,지방자치단체,서울특별시,중구,2025-04-11,B,84.12,,,,,,92.32,79.17,82.12,77.83
22969,2025년 정기평가,1-11140-00030,남산실버복지센터,02.입소시설10이상30인미만,지방자치단체,서울특별시,중구,2025-04-29,A,90.86,,,,,,90.89,95.83,86.4,86.52
